bin_seq	mm10_forebrain_embryo_d11.5_PE_bio1_ENCLB512IZL_1	mm10_forebrain_embryo_d11.5_PE_bio2_ENCLB477WAK_1	mm10_forebrain_embryo_d12.5_PE_bio1_ENCLB949MHR_1	mm10_forebrain_embryo_d12.5_PE_bio2_ENCLB124JXC_1	mm10_forebrain_embryo_d13.5_PE_bio1_ENCLB429FVW_1	mm10_forebrain_embryo_d13.5_PE_bio2_ENCLB589ZDE_1	mm10_forebrain_embryo_d14.5_PE_bio1_ENCLB252ZLC_1	mm10_forebrain_embryo_d14.5_PE_bio2_ENCLB312MJN_1	mm10_forebrain_embryo_d15.5_PE_bio1_ENCLB476DGD_1	mm10_forebrain_embryo_d15.5_PE_bio2_ENCLB997YQF_1	mm10_forebrain_embryo_d16.5_PE_bio1_ENCLB194THE_1	mm10_forebrain_embryo_d16.5_PE_bio2_ENCLB055ONH_1	mm10_forebrain_postnatal_d0_PE_bio1_ENCLB042MOW_1	mm10_forebrain_postnatal_d0_PE_bio2_ENCLB558DNK_1	mm10_hindbrain_embryo_d11.5_PE_bio1_ENCLB044YJH_1	mm10_hindbrain_embryo_d11.5_PE_bio2_ENCLB819YMR_1	mm10_hindbrain_embryo_d12.5_PE_bio1_ENCLB264QMJ_1	mm10_hindbrain_embryo_d12.5_PE_bio2_ENCLB790VLV_1	mm10_hindbrain_embryo_d13.5_PE_bio1_ENCLB079ZQQ_1	mm10_hindbrain_embryo_d13.5_PE_bio2_ENCLB558GZX_1	mm10_hindbrain_embryo_d16.5_PE_bio1_ENCLB383AFC_1	mm10_hindbrain_embryo_d16.5_PE_bio2_ENCLB478RAK_1	mm10_hindbrain_postnatal_d0_PE_bio1_ENCLB625SZP_1	mm10_hindbrain_postnatal_d0_PE_bio2_ENCLB962LKQ_1	mm10_intestine_embryo_d14.5_PE_bio1_ENCLB069VWJ_1	mm10_intestine_embryo_d14.5_PE_bio2_ENCLB325XDP_1	mm10_intestine_embryo_d15.5_PE_bio1_ENCLB298CHP_1	mm10_intestine_embryo_d15.5_PE_bio2_ENCLB594LAJ_1	mm10_intestine_embryo_d16.5_PE_bio1_ENCLB448PET_1	mm10_intestine_embryo_d16.5_PE_bio2_ENCLB539OPC_1	mm10_intestine_postnatal_d0_PE_bio1_ENCLB362STB_1	mm10_intestine_postnatal_d0_PE_bio2_ENCLB199HRA_1	mm10_kidney_embryo_15.5_PE_bio1_ENCLB874ZPR_1	mm10_kidney_embryo_15.5_PE_bio2_ENCLB024QLK_1	mm10_kidney_embryo_16.5_PE_bio1_ENCLB553FWL_1	mm10_kidney_embryo_16.5_PE_bio2_ENCLB698MZX_1	mm10_liver_embryo_d11.5_PE_bio1_ENCLB441LCB_1	mm10_liver_embryo_d11.5_PE_bio2_ENCLB479OGV_1	mm10_liver_embryo_d12.5_PE_bio1_ENCLB774WKA_1	mm10_liver_embryo_d12.5_PE_bio2_ENCLB090ADG_1	mm10_liver_embryo_d14.5_PE_bio1_ENCLB200ODB_1	mm10_liver_embryo_d14.5_PE_bio2_ENCLB555EYH_1	mm10_liver_postnatal_d0_PE_bio1_ENCLB303HHQ_1	mm10_liver_postnatal_d0_PE_bio2_ENCLB282VPH_1	mm10_lung_embryo_d14.5_PE_bio1_ENCLB517ADM_1	mm10_lung_embryo_d14.5_PE_bio2_ENCLB224FWZ_1	mm10_lung_postnatal_PE_bio1_ENCLB080OEI_1	mm10_lung_postnatal_PE_bio2_ENCLB071NVJ_1	mm10_midbrain_embryo_d11.5_PE_bio1_ENCLB534QZD_1	mm10_midbrain_embryo_d11.5_PE_bio2_ENCLB664GGY_1	mm10_midbrain_embryo_d13.5_PE_bio1_ENCLB091EMS_1	mm10_midbrain_embryo_d13.5_PE_bio2_ENCLB849TXF_1	mm10_midbrain_embryo_d15.5_PE_bio1_ENCLB738SGH_1	mm10_midbrain_embryo_d15.5_PE_bio2_ENCLB782TSA_1	mm10_midbrain_embryo_d16.5_PE_bio1_ENCLB277UUA_1	mm10_midbrain_embryo_d16.5_PE_bio2_ENCLB488AGB_1	mm10_neural_tube_embryo_PE_bio1_ENCLB448BWJ_1	mm10_neural_tube_embryo_PE_bio2_ENCLB671DSC_1	mm10_stomach_embryo_d14.5_PE_bio1_ENCLB880WNY_1	mm10_stomach_embryo_d14.5_PE_bio2_ENCLB322JPD_1	mm10_stomach_postnatal_PE_bio1_ENCLB490MGZ_1	mm10_stomach_postnatal_PE_bio2_ENCLB105JML_1
21	0.504184100418	0.565995525727	0.443636363636	0.712401055409	0.299382716049	0.309489051095	0.476833976834	0.268261964736	0.391080617496	0.315169366716	0.241610738255	0.204057279236	0.178278688525	0.260273972603	0.506717850288	0.613333333333	0.586433260394	0.574193548387	0.599128540305	0.623853211009	0.382636655949	0.306497175141	0.453358208955	0.324712643678	0.690544412607	0.725388601036	0.270635994587	0.290190735695	0.254007398274	0.31011826544	0.343971631206	0.388090349076	0.459770114943	0.412265758092	0.325714285714	0.51	0.534278959811	0.542253521127	0.465665236052	0.516709511568	0.60067114094	0.501138952164	0.263945578231	0.301754385965	0.30076142132	0.569007263923	0.180525164114	0.234285714286	0.459322033898	0.57423580786	0.435294117647	0.362745098039	0.39255499154	0.584946236559	0.479128856624	0.646226415094	0.474860335196	0.8	0.739837398374	0.572383073497	0.354735152488	0.296033994334
22	0.533472803347	0.530201342282	0.425454545455	0.67018469657	0.337962962963	0.296350364964	0.444015444015	0.212846347607	0.356775300172	0.309278350515	0.238926174497	0.227923627685	0.154713114754	0.231506849315	0.47792706334	0.634666666667	0.498905908096	0.529032258065	0.549019607843	0.591743119266	0.344051446945	0.285310734463	0.350746268657	0.275862068966	0.681948424069	0.678756476684	0.27198917456	0.276566757493	0.260172626387	0.300919842313	0.370567375887	0.396303901437	0.436781609195	0.393526405451	0.307142857143	0.442	0.498817966903	0.476525821596	0.454935622318	0.552699228792	0.604026845638	0.510250569476	0.234013605442	0.340350877193	0.271573604061	0.556900726392	0.17943107221	0.196571428571	0.408474576271	0.554585152838	0.4	0.406862745098	0.358714043993	0.541935483871	0.430127041742	0.606132075472	0.445065176909	0.771428571429	0.756097560976	0.587973273942	0.357945425361	0.274787535411
23	0.5	0.532438478747	0.381818181818	0.67018469657	0.257716049383	0.318248175182	0.415057915058	0.219143576826	0.293310463122	0.269513991163	0.224161073826	0.194510739857	0.147540983607	0.243835616438	0.476007677543	0.616	0.496717724289	0.509677419355	0.477124183007	0.516055045872	0.300643086817	0.238700564972	0.348880597015	0.258620689655	0.667621776504	0.660621761658	0.247631935047	0.271117166213	0.236744759556	0.285151116951	0.356382978723	0.338809034908	0.413793103448	0.400340715503	0.275714285714	0.45	0.498817966903	0.469483568075	0.442060085837	0.526992287918	0.557046979866	0.4715261959	0.212244897959	0.294736842105	0.271573604061	0.566585956416	0.169584245077	0.180571428571	0.437288135593	0.510917030568	0.354621848739	0.323529411765	0.346869712352	0.518279569892	0.415607985481	0.551886792453	0.40782122905	0.742857142857	0.658536585366	0.507795100223	0.314606741573	0.252124645892
24	0.489539748954	0.469798657718	0.38	0.593667546174	0.234567901235	0.270072992701	0.3861003861	0.178841309824	0.27615780446	0.287187039764	0.202684563758	0.171837708831	0.129098360656	0.213698630137	0.41650671785	0.562666666667	0.46170678337	0.509677419355	0.446623093682	0.506880733945	0.316720257235	0.230225988701	0.375	0.235632183908	0.638968481375	0.598445595855	0.219215155616	0.245231607629	0.240443896424	0.22864651774	0.289007092199	0.400410677618	0.400383141762	0.328790459966	0.244285714286	0.404	0.501182033097	0.471830985915	0.44635193133	0.491002570694	0.577181208054	0.469248291572	0.195918367347	0.308771929825	0.194162436548	0.542372881356	0.181619256018	0.181714285714	0.406779661017	0.517467248908	0.32268907563	0.323529411765	0.313028764805	0.477419354839	0.317604355717	0.497641509434	0.329608938547	0.733333333333	0.70325203252	0.559020044543	0.304975922953	0.229461756374
25	0.44769874477	0.476510067114	0.358181818182	0.641160949868	0.246913580247	0.284671532847	0.362934362934	0.190176322418	0.27615780446	0.237113402062	0.2	0.155131264916	0.147540983607	0.190410958904	0.42802303263	0.52	0.4704595186	0.449462365591	0.481481481481	0.47247706422	0.287781350482	0.225988700565	0.345149253731	0.254310344828	0.618911174785	0.59585492228	0.24898511502	0.224795640327	0.204685573366	0.250985545335	0.306737588652	0.347022587269	0.39846743295	0.301533219761	0.265714285714	0.406	0.491725768322	0.464788732394	0.469957081545	0.485861182519	0.56711409396	0.466970387244	0.208163265306	0.294736842105	0.247461928934	0.525423728814	0.161925601751	0.164571428571	0.347457627119	0.46943231441	0.287394957983	0.302287581699	0.302876480541	0.466666666667	0.339382940109	0.528301886792	0.35009310987	0.749206349206	0.715447154472	0.449888641425	0.313001605136	0.220963172805
26	0.433054393305	0.420581655481	0.347272727273	0.569920844327	0.219135802469	0.230656934307	0.305019305019	0.162468513854	0.253859348199	0.223858615611	0.206711409396	0.163484486874	0.123975409836	0.227397260274	0.397312859885	0.528	0.457330415755	0.430107526882	0.433551198257	0.465596330275	0.257234726688	0.221751412429	0.311567164179	0.228448275862	0.595988538682	0.613989637306	0.230040595399	0.238419618529	0.191122071517	0.231274638633	0.306737588652	0.363449691992	0.38122605364	0.298126064736	0.214285714286	0.372	0.463356973995	0.462441314554	0.371244635193	0.529562982005	0.573825503356	0.391799544419	0.208163265306	0.280701754386	0.203045685279	0.428571428571	0.169584245077	0.163428571429	0.305084745763	0.475982532751	0.275630252101	0.274509803922	0.270727580372	0.427956989247	0.295825771325	0.445754716981	0.348230912477	0.726984126984	0.707317073171	0.456570155902	0.279293739968	0.222379603399
27	0.403765690377	0.451901565996	0.312727272727	0.54617414248	0.191358024691	0.223357664234	0.324324324324	0.19395465995	0.288164665523	0.20324005891	0.186577181208	0.158711217184	0.105532786885	0.197260273973	0.337811900192	0.546666666667	0.422319474836	0.408602150538	0.448801742919	0.412844036697	0.254019292605	0.190677966102	0.313432835821	0.216954022989	0.573065902579	0.559585492228	0.209742895805	0.207084468665	0.181257706535	0.202365308804	0.257092198582	0.322381930185	0.312260536398	0.255536626917	0.231428571429	0.368	0.449172576832	0.401408450704	0.416309012876	0.447300771208	0.560402684564	0.416856492027	0.152380952381	0.254385964912	0.192893401015	0.416464891041	0.165207877462	0.133714285714	0.303389830508	0.419213973799	0.310924369748	0.264705882353	0.27241962775	0.365591397849	0.317604355717	0.433962264151	0.303538175047	0.714285714286	0.674796747967	0.416481069042	0.293739967897	0.21104815864
28	0.405857740586	0.434004474273	0.336363636364	0.554089709763	0.211419753086	0.188321167883	0.291505791506	0.180100755668	0.250428816467	0.210603829161	0.18255033557	0.145584725537	0.127049180328	0.208219178082	0.326295585413	0.472	0.378555798687	0.387096774194	0.350762527233	0.447247706422	0.228295819936	0.175141242938	0.309701492537	0.216954022989	0.590257879656	0.489637305699	0.197564276049	0.213896457766	0.203452527744	0.214191852825	0.285460992908	0.281314168378	0.333333333333	0.265758091993	0.197142857143	0.356	0.413711583924	0.422535211268	0.388412017167	0.460154241645	0.58389261745	0.384965831435	0.180952380952	0.264912280702	0.217005076142	0.44794188862	0.160831509847	0.153142857143	0.266101694915	0.419213973799	0.287394957983	0.248366013072	0.228426395939	0.34623655914	0.275862068966	0.441037735849	0.28677839851	0.711111111111	0.666666666667	0.409799554566	0.256821829856	0.223796033994
29	0.334728033473	0.407158836689	0.32	0.532981530343	0.202160493827	0.2	0.274131274131	0.154911838791	0.233276157804	0.189985272459	0.151677852349	0.151551312649	0.0911885245902	0.157534246575	0.330134357006	0.472	0.35010940919	0.335483870968	0.355119825708	0.389908256881	0.239549839228	0.216101694915	0.28171641791	0.179597701149	0.550143266476	0.525906735751	0.194857916103	0.212534059946	0.191122071517	0.216819973719	0.281914893617	0.314168377823	0.316091954023	0.253833049404	0.18	0.352	0.404255319149	0.399061032864	0.392703862661	0.46529562982	0.5	0.362186788155	0.212244897959	0.238596491228	0.18654822335	0.44794188862	0.12363238512	0.153142857143	0.277966101695	0.43231441048	0.255462184874	0.245098039216	0.226734348562	0.382795698925	0.274047186933	0.429245283019	0.28677839851	0.660317460317	0.646341463415	0.443207126949	0.255216693419	0.192634560907
30	0.338912133891	0.41163310962	0.261818181818	0.467018469657	0.202160493827	0.2	0.283783783784	0.16120906801	0.185248713551	0.188512518409	0.195973154362	0.136038186158	0.114754098361	0.154794520548	0.324376199616	0.464	0.363238512035	0.363440860215	0.337690631808	0.339449541284	0.229903536977	0.15395480226	0.274253731343	0.173850574713	0.550143266476	0.484455958549	0.185385656292	0.188010899183	0.16522811344	0.203679369251	0.281914893617	0.349075975359	0.325670498084	0.274275979557	0.177142857143	0.324	0.375886524823	0.3779342723	0.37982832618	0.413881748072	0.530201342282	0.362186788155	0.18231292517	0.19649122807	0.178934010152	0.397094430993	0.137855579869	0.139428571429	0.262711864407	0.371179039301	0.26218487395	0.214052287582	0.231810490694	0.313978494624	0.234119782214	0.38679245283	0.249534450652	0.609523809524	0.646341463415	0.360801781737	0.229534510433	0.169971671388
31	0.374476987448	0.360178970917	0.294545454545	0.503957783641	0.16512345679	0.170802919708	0.266409266409	0.152392947103	0.202401372213	0.182621502209	0.154362416107	0.145584725537	0.11987704918	0.179452054795	0.282149712092	0.458666666667	0.339168490153	0.309677419355	0.298474945534	0.392201834862	0.186495176849	0.196327683616	0.235074626866	0.189655172414	0.541547277937	0.422279792746	0.171853856563	0.182561307902	0.160295930949	0.185282522996	0.27304964539	0.312114989733	0.250957854406	0.240204429302	0.202857142857	0.318	0.397163120567	0.349765258216	0.343347639485	0.408740359897	0.530201342282	0.337129840547	0.174149659864	0.221052631579	0.14847715736	0.382566585956	0.134573304158	0.136	0.230508474576	0.347161572052	0.205042016807	0.199346405229	0.199661590525	0.309677419355	0.259528130672	0.344339622642	0.204841713222	0.577777777778	0.565040650407	0.365256124722	0.253611556982	0.177053824363
32	0.290794979079	0.366890380313	0.236363636364	0.406332453826	0.206790123457	0.176642335766	0.239382239382	0.13476070529	0.234991423671	0.160530191458	0.174496644295	0.125298329356	0.112704918033	0.143835616438	0.287907869482	0.426666666667	0.304157549234	0.29247311828	0.298474945534	0.334862385321	0.162379421222	0.156779661017	0.259328358209	0.165229885057	0.392550143266	0.445595854922	0.171853856563	0.171662125341	0.177558569667	0.178712220762	0.235815602837	0.250513347023	0.23754789272	0.243611584327	0.142857142857	0.34	0.401891252955	0.359154929577	0.285407725322	0.437017994859	0.5	0.339407744875	0.193197278912	0.219298245614	0.159898477157	0.351089588378	0.126914660832	0.153142857143	0.215254237288	0.35807860262	0.267226890756	0.204248366013	0.226734348562	0.286021505376	0.243194192377	0.323113207547	0.219739292365	0.603174603175	0.520325203252	0.300668151448	0.232744783307	0.177053824363
33	0.347280334728	0.333333333333	0.24	0.390501319261	0.148148148148	0.16496350365	0.245173745174	0.137279596977	0.202401372213	0.164948453608	0.143624161074	0.134844868735	0.0819672131148	0.164383561644	0.25527831094	0.461333333333	0.308533916849	0.29247311828	0.320261437908	0.321100917431	0.180064308682	0.161016949153	0.246268656716	0.173850574713	0.498567335244	0.406735751295	0.161028416779	0.16757493188	0.161528976572	0.15111695138	0.246453900709	0.29363449692	0.252873563218	0.240204429302	0.185714285714	0.278	0.364066193853	0.330985915493	0.272532188841	0.385604113111	0.46644295302	0.316628701595	0.149659863946	0.20350877193	0.180203045685	0.346246973366	0.12363238512	0.137142857143	0.164406779661	0.340611353712	0.238655462185	0.207516339869	0.197969543147	0.260215053763	0.199637023593	0.318396226415	0.2104283054	0.55873015873	0.585365853659	0.307349665924	0.202247191011	0.171388101983
34	0.259414225941	0.297539149888	0.192727272727	0.372031662269	0.162037037037	0.144525547445	0.198841698842	0.147355163728	0.229845626072	0.160530191458	0.139597315436	0.121718377088	0.104508196721	0.135616438356	0.257197696737	0.381333333333	0.301969365427	0.290322580645	0.283224400871	0.282110091743	0.183279742765	0.165254237288	0.203358208955	0.158045977011	0.464183381089	0.341968911917	0.163734776725	0.181198910082	0.155363748459	0.19579500657	0.251773049645	0.248459958932	0.266283524904	0.209540034072	0.165714285714	0.274	0.345153664303	0.326291079812	0.270386266094	0.437017994859	0.43288590604	0.341685649203	0.171428571429	0.19649122807	0.168781725888	0.326876513317	0.133479212254	0.141714285714	0.213559322034	0.327510917031	0.173109243697	0.200980392157	0.169204737733	0.286021505376	0.199637023593	0.316037735849	0.184357541899	0.460317460317	0.532520325203	0.318485523385	0.218298555377	0.174220963173
35	0.267782426778	0.364653243848	0.201818181818	0.382585751979	0.172839506173	0.144525547445	0.171814671815	0.10201511335	0.173241852487	0.175257731959	0.135570469799	0.121718377088	0.104508196721	0.157534246575	0.25527831094	0.381333333333	0.319474835886	0.260215053763	0.248366013072	0.309633027523	0.194533762058	0.132768361582	0.179104477612	0.158045977011	0.418338108883	0.354922279793	0.156968876861	0.17029972752	0.156596794081	0.149802890933	0.219858156028	0.273100616016	0.208812260536	0.161839863714	0.114285714286	0.276	0.333333333333	0.291079812207	0.268240343348	0.341902313625	0.486577181208	0.282460136674	0.180952380952	0.182456140351	0.147208121827	0.307506053269	0.126914660832	0.110857142857	0.196610169492	0.334061135371	0.171428571429	0.173202614379	0.138747884941	0.260215053763	0.199637023593	0.306603773585	0.167597765363	0.498412698413	0.565040650407	0.260579064588	0.194221508828	0.167138810198
36	0.311715481172	0.342281879195	0.225454545455	0.35092348285	0.134259259259	0.157664233577	0.225868725869	0.122166246851	0.181818181818	0.144329896907	0.153020134228	0.105011933174	0.109631147541	0.143835616438	0.218809980806	0.413333333333	0.247264770241	0.243010752688	0.246187363834	0.254587155963	0.170418006431	0.152542372881	0.175373134328	0.119252873563	0.45558739255	0.334196891192	0.154262516915	0.151226158038	0.162762022195	0.15900131406	0.219858156028	0.283367556468	0.204980842912	0.160136286201	0.131428571429	0.26	0.342789598109	0.281690140845	0.263948497854	0.331619537275	0.510067114094	0.266514806378	0.157823129252	0.182456140351	0.156091370558	0.27602905569	0.113785557987	0.130285714286	0.18813559322	0.307860262009	0.132773109244	0.186274509804	0.159052453469	0.217204301075	0.197822141561	0.280660377358	0.176908752328	0.479365079365	0.634146341463	0.273942093541	0.195826645265	0.168555240793
37	0.261506276151	0.279642058166	0.212727272727	0.292875989446	0.162037037037	0.148905109489	0.22972972973	0.149874055416	0.128644939966	0.160530191458	0.128859060403	0.114558472554	0.0870901639344	0.138356164384	0.213051823417	0.370666666667	0.249452954048	0.221505376344	0.246187363834	0.293577981651	0.135048231511	0.146892655367	0.214552238806	0.135057471264	0.429799426934	0.30829015544	0.127198917456	0.153950953678	0.130702836005	0.137976346912	0.182624113475	0.244353182752	0.22030651341	0.185689948893	0.155714285714	0.276	0.307328605201	0.286384976526	0.240343347639	0.344473007712	0.412751677852	0.216400911162	0.14693877551	0.19649122807	0.140862944162	0.338983050847	0.12363238512	0.106285714286	0.196610169492	0.264192139738	0.2	0.16339869281	0.181049069374	0.283870967742	0.16333938294	0.323113207547	0.16573556797	0.447619047619	0.548780487805	0.236080178174	0.218298555377	0.145892351275
38	0.240585774059	0.297539149888	0.198181818182	0.353562005277	0.149691358025	0.109489051095	0.204633204633	0.117128463476	0.197255574614	0.125184094256	0.120805369128	0.101431980907	0.112704918033	0.123287671233	0.214971209213	0.378666666667	0.225382932166	0.230107526882	0.244008714597	0.286697247706	0.139871382637	0.124293785311	0.199626865672	0.147988505747	0.446991404011	0.287564766839	0.155615696888	0.143051771117	0.139334155364	0.144546649146	0.202127659574	0.250513347023	0.191570881226	0.166950596252	0.111428571429	0.21	0.338061465721	0.24882629108	0.236051502146	0.308483290488	0.46644295302	0.214123006834	0.145578231293	0.187719298246	0.128172588832	0.280871670702	0.112691466083	0.117714285714	0.138983050847	0.220524017467	0.152941176471	0.151960784314	0.14551607445	0.223655913978	0.183303085299	0.25	0.180633147114	0.406349206349	0.540650406504	0.276169265033	0.210272873194	0.124645892351
39	0.267782426778	0.246085011186	0.178181818182	0.313984168865	0.109567901235	0.137226277372	0.173745173745	0.112090680101	0.192109777015	0.160530191458	0.122147651007	0.136038186158	0.0911885245902	0.11095890411	0.188099808061	0.381333333333	0.229759299781	0.247311827957	0.252723311547	0.229357798165	0.163987138264	0.100282485876	0.14552238806	0.147988505747	0.446991404011	0.310880829016	0.154262516915	0.152588555858	0.143033292232	0.15505913272	0.198581560284	0.244353182752	0.199233716475	0.143100511073	0.121428571429	0.208	0.314420803783	0.281690140845	0.242489270386	0.339331619537	0.409395973154	0.268792710706	0.12925170068	0.168421052632	0.116751269036	0.268765133172	0.12363238512	0.117714285714	0.183050847458	0.251091703057	0.174789915966	0.140522875817	0.165820642978	0.195698924731	0.168784029038	0.242924528302	0.236499068901	0.377777777778	0.471544715447	0.244988864143	0.154093097913	0.168555240793
40	0.242677824268	0.24384787472	0.154545454545	0.277044854881	0.141975308642	0.131386861314	0.171814671815	0.10201511335	0.140651801029	0.179675994109	0.122147651007	0.0859188544153	0.093237704918	0.13698630137	0.195777351248	0.317333333333	0.249452954048	0.193548387097	0.217864923747	0.25	0.1961414791	0.125706214689	0.169776119403	0.110632183908	0.363896848138	0.246113989637	0.139377537212	0.140326975477	0.138101109741	0.152431011827	0.179078014184	0.229979466119	0.23754789272	0.207836456559	0.134285714286	0.2	0.297872340426	0.276995305164	0.225321888412	0.27763496144	0.39932885906	0.20728929385	0.127891156463	0.178947368421	0.149746192893	0.280871670702	0.101750547046	0.118857142857	0.154237288136	0.25327510917	0.181512605042	0.174836601307	0.143824027073	0.215053763441	0.188747731397	0.193396226415	0.150837988827	0.355555555556	0.463414634146	0.200445434298	0.16532905297	0.131728045326
41	0.228033472803	0.23937360179	0.163636363636	0.284960422164	0.12037037037	0.132846715328	0.173745173745	0.105793450882	0.120068610635	0.119293078056	0.111409395973	0.101431980907	0.0891393442623	0.154794520548	0.163147792706	0.301333333333	0.240700218818	0.266666666667	0.202614379085	0.243119266055	0.118971061093	0.090395480226	0.195895522388	0.136494252874	0.318051575931	0.305699481865	0.121786197564	0.132152588556	0.113440197287	0.128777923784	0.150709219858	0.252566735113	0.159003831418	0.15332197615	0.107142857143	0.25	0.281323877069	0.227699530516	0.201716738197	0.280205655527	0.372483221477	0.261958997722	0.14693877551	0.173684210526	0.128172588832	0.237288135593	0.107221006565	0.109714285714	0.164406779661	0.248908296943	0.139495798319	0.148692810458	0.150592216582	0.25376344086	0.159709618875	0.254716981132	0.16573556797	0.342857142857	0.475609756098	0.229398663697	0.176565008026	0.158640226629
42	0.209205020921	0.259507829978	0.118181818182	0.274406332454	0.115740740741	0.110948905109	0.167953667954	0.103274559194	0.171526586621	0.113402061856	0.119463087248	0.0966587112172	0.0768442622951	0.113698630137	0.176583493282	0.330666666667	0.223194748359	0.202150537634	0.183006535948	0.160550458716	0.110932475884	0.10593220339	0.182835820896	0.132183908046	0.335243553009	0.300518134715	0.156968876861	0.144414168937	0.127003699137	0.15505913272	0.195035460993	0.207392197125	0.222222222222	0.149914821124	0.16	0.206	0.238770685579	0.258215962441	0.218884120172	0.282776349614	0.392617449664	0.175398633257	0.138775510204	0.185964912281	0.120558375635	0.25181598063	0.106126914661	0.101714285714	0.142372881356	0.222707423581	0.129411764706	0.138888888889	0.0981387478849	0.154838709677	0.127041742287	0.231132075472	0.216014897579	0.35873015873	0.455284552846	0.195991091314	0.162118780096	0.148725212465
43	0.221757322176	0.223713646532	0.158181818182	0.21635883905	0.154320987654	0.118248175182	0.144787644788	0.115869017632	0.125214408233	0.142857142857	0.0832214765101	0.0835322195704	0.100409836066	0.1	0.147792706334	0.325333333333	0.203501094092	0.174193548387	0.18082788671	0.211009174312	0.162379421222	0.125706214689	0.149253731343	0.129310344828	0.315186246418	0.310880829016	0.136671177267	0.125340599455	0.127003699137	0.137976346912	0.200354609929	0.186858316222	0.14367816092	0.136286201022	0.108571428571	0.206	0.248226950355	0.265258215962	0.199570815451	0.275064267352	0.355704697987	0.200455580866	0.149659863946	0.157894736842	0.0926395939086	0.249394673123	0.109409190372	0.118857142857	0.149152542373	0.218340611354	0.151260504202	0.130718954248	0.150592216582	0.197849462366	0.154264972777	0.205188679245	0.117318435754	0.349206349206	0.49593495935	0.236080178174	0.168539325843	0.131728045326
44	0.182008368201	0.257270693512	0.178181818182	0.263852242744	0.108024691358	0.128467153285	0.146718146718	0.10201511335	0.147512864494	0.0898379970545	0.131543624161	0.0894988066826	0.0870901639344	0.13698630137	0.166986564299	0.245333333333	0.185995623632	0.172043010753	0.220043572985	0.192660550459	0.112540192926	0.0918079096045	0.167910447761	0.110632183908	0.315186246418	0.251295336788	0.129905277402	0.113079019074	0.12823674476	0.139290407359	0.228723404255	0.225872689938	0.162835249042	0.180579216354	0.178571428571	0.262	0.295508274232	0.227699530516	0.206008583691	0.254498714653	0.429530201342	0.220956719818	0.144217687075	0.145614035088	0.115482233503	0.244552058111	0.12363238512	0.0834285714286	0.137288135593	0.205240174672	0.149579831933	0.12091503268	0.142131979695	0.18064516129	0.143375680581	0.259433962264	0.134078212291	0.330158730159	0.471544715447	0.184855233853	0.194221508828	0.134560906516
45	0.190376569038	0.192393736018	0.134545454545	0.253298153034	0.16049382716	0.102189781022	0.142857142857	0.0831234256927	0.166380789022	0.126656848306	0.106040268456	0.0871121718377	0.106557377049	0.0904109589041	0.16122840691	0.298666666667	0.181619256018	0.236559139785	0.167755991285	0.215596330275	0.155948553055	0.0988700564972	0.160447761194	0.129310344828	0.349570200573	0.261658031088	0.135317997294	0.137602179837	0.1467324291	0.145860709593	0.168439716312	0.209445585216	0.147509578544	0.127768313458	0.0857142857143	0.148	0.255319148936	0.244131455399	0.214592274678	0.259640102828	0.412751677852	0.227790432802	0.117006802721	0.152631578947	0.128172588832	0.230024213075	0.107221006565	0.115428571429	0.137288135593	0.159388646288	0.164705882353	0.140522875817	0.116751269036	0.161290322581	0.172413793103	0.202830188679	0.15270018622	0.355555555556	0.487804878049	0.229398663697	0.170144462279	0.155807365439
46	0.196652719665	0.194630872483	0.152727272727	0.221635883905	0.115740740741	0.121167883212	0.133204633205	0.0768261964736	0.111492281304	0.0972017673049	0.0604026845638	0.110978520286	0.0891393442623	0.141095890411	0.151631477927	0.261333333333	0.203501094092	0.137634408602	0.211328976035	0.185779816514	0.088424437299	0.114406779661	0.134328358209	0.0991379310345	0.332378223496	0.215025906736	0.146143437077	0.162125340599	0.117139334155	0.11826544021	0.191489361702	0.182751540041	0.199233716475	0.136286201022	0.161428571429	0.21	0.22695035461	0.244131455399	0.214592274678	0.223650385604	0.348993288591	0.214123006834	0.126530612245	0.157894736842	0.0913705583756	0.17191283293	0.105032822757	0.109714285714	0.110169491525	0.207423580786	0.12268907563	0.101307189542	0.160744500846	0.212903225806	0.139745916515	0.233490566038	0.104283054004	0.285714285714	0.487804878049	0.184855233853	0.186195826645	0.116147308782
47	0.186192468619	0.163310961969	0.156363636364	0.242744063325	0.111111111111	0.121167883212	0.158301158301	0.0869017632242	0.161234991424	0.119293078056	0.127516778523	0.0835322195704	0.0799180327869	0.105479452055	0.120921305182	0.2	0.203501094092	0.193548387097	0.174291938998	0.165137614679	0.133440514469	0.11581920904	0.227611940299	0.0919540229885	0.318051575931	0.287564766839	0.105548037889	0.114441416894	0.115906288533	0.107752956636	0.16134751773	0.205338809035	0.126436781609	0.12265758092	0.111428571429	0.212	0.245862884161	0.166666666667	0.201716738197	0.210796915167	0.345637583893	0.191343963554	0.110204081633	0.154385964912	0.125634517766	0.217917675545	0.106126914661	0.110857142857	0.137288135593	0.196506550218	0.144537815126	0.176470588235	0.108291032149	0.152688172043	0.121597096189	0.150943396226	0.158286778399	0.314285714286	0.455284552846	0.280623608018	0.197431781701	0.14730878187
